workerid,rt,bin,story,max,name,min,chosen_direction,gender,measure,pairs,give_number_question,tag,similar_to_whose_experiment,unchosen_contrast,backstory,type,response,bins,binned_histogram_prompt,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.clicks,Answer.time_in_minutes
0,31296,3,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,4,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,5,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,6,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.47,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,7,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.51,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,8,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.54,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,9,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.57,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,10,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.71,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31296,11,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.75,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31297,12,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.96,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
0,31297,13,K of the kids laughed,14,Jeffrey,0,NA,male,binned_histogram,NA,How many of the kids do you think laughed?,joke,judith,NA,X told a joke to N kids,event,0.79,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",Please rate how likely it is that the following numbers of kids laughed.,english,2,Female,27,"I liked the HIT, please post more!",Yes,3,Windows,900,1600,Chrome,3TRB893CSJAIGY5JVCQGL5E7CKQG74,324B845PFR5S6QGELK17CI2BW22C47,Everyday quantities,A 30-minute long experiment where you estimate everyday quantities.,"lingistics, science, philosophy, experiments, prices, game, fun, stanford, survey",$2.50,Mon May 25 07:04:46 PDT 2015,20,0,0,20,Reviewable,NotReviewed,,12000,0,Mon Jun 08 07:04:46 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3TRB893CSJAIGY5JVCQGL5E7CKQG74,3A1PQ49WVHHLSSJMG4WRUFUF50H1H0,0,Approved,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:05:05 PDT 2015,Mon May 25 07:14:07 PDT 2015,Mon May 25 07:18:37 PDT 2015,,,,,undefined,{},[],8.889716666666667
